subcategoria,descricao_subcategoria,categoria,descricao_categoria,capitulo,descricao_capitulo,causa_violencia,causa_overdose,cid_datasus
C186,Neoplasia maligna do cólon descendente,C18,Neoplasia maligna do cólon,II,Neoplasmas (tumores),0,0,0
C181,Neoplasia maligna do apêndice (vermiforme),C18,Neoplasia maligna do cólon,II,Neoplasmas (tumores),0,0,0
C188,Neoplasia maligna do cólon com lesão invasiva,C18,Neoplasia maligna do cólon,II,Neoplasmas (tumores),0,0,0
C183,Neoplasia maligna da flexura (ângulo) hepática(o),C18,Neoplasia maligna do cólon,II,Neoplasmas (tumores),0,0,0
C189,"Neoplasia maligna do cólon, não especificado",C18,Neoplasia maligna do cólon,II,Neoplasmas (tumores),0,0,0
C182,Neoplasia maligna do cólon ascendente,C18,Neoplasia maligna do cólon,II,Neoplasmas (tumores),0,0,0
C19,Neoplasia maligna da junção retossigmóide,C19,Neoplasia maligna da junção retossigmóide,II,Neoplasmas (tumores),0,0,0
C20,Neoplasia maligna do reto,C20,Neoplasia maligna do reto,II,Neoplasmas (tumores),0,0,0
C212,Neoplasia maligna da zona cloacogênica,C21,Neoplasia maligna do ânus e do canal anal,II,Neoplasmas (tumores),0,0,0
C218,"Neoplasia maligna do reto, ânus e do canal anal com lesão invasiva",C21,Neoplasia maligna do ânus e do canal anal,II,Neoplasmas (tumores),0,0,0
C210,"Neoplasia maligna do ânus, não especificado",C21,Neoplasia maligna do ânus e do canal anal,II,Neoplasmas (tumores),0,0,0
C211,Neoplasia maligna do canal anal,C21,Neoplasia maligna do ânus e do canal anal,II,Neoplasmas (tumores),0,0,0
C221,Carcinoma de vias biliares intra-hepáticas,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,II,Neoplasmas (tumores),0,0,0
C229,"Neoplasia maligna do fígado, não especificada",C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,II,Neoplasmas (tumores),0,0,0
C222,Hepatoblastoma,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,II,Neoplasmas (tumores),0,0,0
C223,Angiossarcoma do fígado,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,II,Neoplasmas (tumores),0,0,0
C224,Outros sarcomas do fígado,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,II,Neoplasmas (tumores),0,0,0
C220,Carcinoma de células hepáticas,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,II,Neoplasmas (tumores),0,0,0
C227,Outros carcinomas especificados do fígado,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,II,Neoplasmas (tumores),0,0,0
C23,Neoplasia maligna da vesícula biliar,C23,Neoplasia maligna da vesícula biliar,II,Neoplasmas (tumores),0,0,0
C249,"Neoplasia maligna da via biliar, não especificada",C24,"Neoplasia maligna de outras partes, e de partes não especificadas das vias biliares",II,Neoplasmas (tumores),0,0,0
C241,Neoplasia maligna da ampola de Vater,C24,"Neoplasia maligna de outras partes, e de partes não especificadas das vias biliares",II,Neoplasmas (tumores),0,0,0
C240,Neoplasia maligna das vias biliares extra-hepáticas,C24,"Neoplasia maligna de outras partes, e de partes não especificadas das vias biliares",II,Neoplasmas (tumores),0,0,0
C248,Neoplasia maligna das vias biliares com lesão invasiva,C24,"Neoplasia maligna de outras partes, e de partes não especificadas das vias biliares",II,Neoplasmas (tumores),0,0,0
C254,Neoplasia maligna do pâncreas endócrino,C25,Neoplasia maligna do pâncreas,II,Neoplasmas (tumores),0,0,0
C257,Neoplasia maligna de outras partes do pâncreas,C25,Neoplasia maligna do pâncreas,II,Neoplasmas (tumores),0,0,0
C252,Neoplasia maligna da cauda do pâncreas,C25,Neoplasia maligna do pâncreas,II,Neoplasmas (tumores),0,0,0
C251,Neoplasia maligna do corpo do pâncreas,C25,Neoplasia maligna do pâncreas,II,Neoplasmas (tumores),0,0,0
C259,"Neoplasia maligna do pâncreas, não especificado",C25,Neoplasia maligna do pâncreas,II,Neoplasmas (tumores),0,0,0
C258,Neoplasia maligna do pâncreas com lesão invasiva,C25,Neoplasia maligna do pâncreas,II,Neoplasmas (tumores),0,0,0
C253,Neoplasia maligna do canal pancreático,C25,Neoplasia maligna do pâncreas,II,Neoplasmas (tumores),0,0,0
C250,Neoplasia maligna da cabeça do pâncreas,C25,Neoplasia maligna do pâncreas,II,Neoplasmas (tumores),0,0,0
C268,Neoplasia maligna do aparelho digestivo com lesão invasiva,C26,Neoplasia maligna de outros órgãos digestivos e de localizações mal definidas no aparelho digestivo,II,Neoplasmas (tumores),0,0,0
C269,Neoplasia maligna de localizações mal definidas dentro do aparelho digestivo,C26,Neoplasia maligna de outros órgãos digestivos e de localizações mal definidas no aparelho digestivo,II,Neoplasmas (tumores),0,0,0
C261,Neoplasia maligna do baço,C26,Neoplasia maligna de outros órgãos digestivos e de localizações mal definidas no aparelho digestivo,II,Neoplasmas (tumores),0,0,0
C260,"Neoplasia maligna do trato intestinal, parte não especificada",C26,Neoplasia maligna de outros órgãos digestivos e de localizações mal definidas no aparelho digestivo,II,Neoplasmas (tumores),0,0,0
C300,Neoplasia maligna da cavidade nasal,C30,Neoplasia maligna da cavidade nasal e do ouvido médio,II,Neoplasmas (tumores),0,0,0
C301,Neoplasia maligna do ouvido médio,C30,Neoplasia maligna da cavidade nasal e do ouvido médio,II,Neoplasmas (tumores),0,0,0
C310,Neoplasia maligna do seio maxilar,C31,Neoplasia maligna dos seios da face,II,Neoplasmas (tumores),0,0,0
C318,Neoplasia maligna dos seios da face com lesão invasiva,C31,Neoplasia maligna dos seios da face,II,Neoplasmas (tumores),0,0,0
C313,Neoplasia maligna do seio esfenoidal,C31,Neoplasia maligna dos seios da face,II,Neoplasmas (tumores),0,0,0
C312,Neoplasia maligna do seio frontal,C31,Neoplasia maligna dos seios da face,II,Neoplasmas (tumores),0,0,0
C311,Neoplasia maligna do seio etmoidal,C31,Neoplasia maligna dos seios da face,II,Neoplasmas (tumores),0,0,0
C319,"Neoplasia maligna do seio da face, não especificado",C31,Neoplasia maligna dos seios da face,II,Neoplasmas (tumores),0,0,0
C329,"Neoplasia maligna da laringe, não especificada",C32,Neoplasia maligna da laringe,II,Neoplasmas (tumores),0,0,0
C328,Neoplasia maligna da laringe com lesão invasiva,C32,Neoplasia maligna da laringe,II,Neoplasmas (tumores),0,0,0
C321,Neoplasia maligna da região supraglótica,C32,Neoplasia maligna da laringe,II,Neoplasmas (tumores),0,0,0
C320,Neoplasia maligna da glote,C32,Neoplasia maligna da laringe,II,Neoplasmas (tumores),0,0,0
C323,Neoplasia maligna das cartilagens da laringe,C32,Neoplasia maligna da laringe,II,Neoplasmas (tumores),0,0,0
C322,Neoplasia maligna da região subglótica,C32,Neoplasia maligna da laringe,II,Neoplasmas (tumores),0,0,0
C33,Neoplasia maligna da traquéia,C33,Neoplasia maligna da traquéia,II,Neoplasmas (tumores),0,0,0
C349,"Neoplasia maligna dos brônquios ou pulmões, não especificado",C34,Neoplasia maligna dos brônquios e dos pulmões,II,Neoplasmas (tumores),0,0,0
C343,"Neoplasia maligna do lobo inferior, brônquio ou pulmão",C34,Neoplasia maligna dos brônquios e dos pulmões,II,Neoplasmas (tumores),0,0,0
C342,"Neoplasia maligna do lobo médio, brônquio ou pulmão",C34,Neoplasia maligna dos brônquios e dos pulmões,II,Neoplasmas (tumores),0,0,0
C341,"Neoplasia maligna do lobo superior, brônquio ou pulmão",C34,Neoplasia maligna dos brônquios e dos pulmões,II,Neoplasmas (tumores),0,0,0
C340,Neoplasia maligna do brônquio principal,C34,Neoplasia maligna dos brônquios e dos pulmões,II,Neoplasmas (tumores),0,0,0
C348,Neoplasia maligna dos brônquios e dos pulmões com lesão invasiva,C34,Neoplasia maligna dos brônquios e dos pulmões,II,Neoplasmas (tumores),0,0,0
C37,Neoplasia maligna do timo,C37,Neoplasia maligna do timo,II,Neoplasmas (tumores),0,0,0
C383,"Neoplasia maligna do mediastino, porção não especificada",C38,"Neoplasia maligna do coração, mediastino e pleura",II,Neoplasmas (tumores),0,0,0
C388,"Neoplasia maligna do coração, mediastino e pleura com lesão invasiva",C38,"Neoplasia maligna do coração, mediastino e pleura",II,Neoplasmas (tumores),0,0,0
C381,Neoplasia maligna do mediastino anterior,C38,"Neoplasia maligna do coração, mediastino e pleura",II,Neoplasmas (tumores),0,0,0
C384,Neoplasia maligna da pleura,C38,"Neoplasia maligna do coração, mediastino e pleura",II,Neoplasmas (tumores),0,0,0
C382,Neoplasia maligna do mediastino posterior,C38,"Neoplasia maligna do coração, mediastino e pleura",II,Neoplasmas (tumores),0,0,0
C380,Neoplasia maligna do coração,C38,"Neoplasia maligna do coração, mediastino e pleura",II,Neoplasmas (tumores),0,0,0
C390,"Neoplasia maligna do trato respiratório superior, porção não especificada",C39,Neoplasia maligna de outras localizações e de localizações mal definidas do aparelho respiratório e dos órgãos intratorácicos,II,Neoplasmas (tumores),0,0,0
C398,Neoplasia maligna do aparelho respiratório e dos órgãos intratorácicos com lesão invasiva,C39,Neoplasia maligna de outras localizações e de localizações mal definidas do aparelho respiratório e dos órgãos intratorácicos,II,Neoplasmas (tumores),0,0,0
C399,Neoplasia maligna de localizações mal definidas do aparelho respiratório,C39,Neoplasia maligna de outras localizações e de localizações mal definidas do aparelho respiratório e dos órgãos intratorácicos,II,Neoplasmas (tumores),0,0,0
C409,Neoplasia maligna dos ossos e cartilagens articulares de membro não especificado,C40,Neoplasia maligna dos ossos e cartilagens articulares dos membros,II,Neoplasmas (tumores),0,0,0
C408,Neoplasia maligna dos ossos e cartilagens articulares dos membros com lesão invasiva,C40,Neoplasia maligna dos ossos e cartilagens articulares dos membros,II,Neoplasmas (tumores),0,0,0
C401,Neoplasia maligna dos ossos curtos dos membros superiores,C40,Neoplasia maligna dos ossos e cartilagens articulares dos membros,II,Neoplasmas (tumores),0,0,0
C403,Neoplasia maligna dos ossos curtos dos membros inferiores,C40,Neoplasia maligna dos ossos e cartilagens articulares dos membros,II,Neoplasmas (tumores),0,0,0
C402,Neoplasia maligna dos ossos longos dos membros inferiores,C40,Neoplasia maligna dos ossos e cartilagens articulares dos membros,II,Neoplasmas (tumores),0,0,0
C400,Neoplasia maligna da omoplata [escápula] e ossos longos dos membros superiores,C40,Neoplasia maligna dos ossos e cartilagens articulares dos membros,II,Neoplasmas (tumores),0,0,0
C419,"Neoplasia maligna dos ossos e cartilagens articulares, não especificados",C41,Neoplasia maligna dos ossos e das cartilagens articulares de outras localizações e de localizações não especificadas,II,Neoplasmas (tumores),0,0,0
C418,Neoplasia maligna dos ossos e das cartilagens articulares com lesão invasiva,C41,Neoplasia maligna dos ossos e das cartilagens articulares de outras localizações e de localizações não especificadas,II,Neoplasmas (tumores),0,0,0
C411,Neoplasia maligna da mandíbula,C41,Neoplasia maligna dos ossos e das cartilagens articulares de outras localizações e de localizações não especificadas,II,Neoplasmas (tumores),0,0,0
C412,Neoplasia maligna da coluna vertebral,C41,Neoplasia maligna dos ossos e das cartilagens articulares de outras localizações e de localizações não especificadas,II,Neoplasmas (tumores),0,0,0
C414,"Neoplasia maligna dos ossos da pelve, sacro e cóccix",C41,Neoplasia maligna dos ossos e das cartilagens articulares de outras localizações e de localizações não especificadas,II,Neoplasmas (tumores),0,0,0
C410,Neoplasia maligna dos ossos do crânio e da face,C41,Neoplasia maligna dos ossos e das cartilagens articulares de outras localizações e de localizações não especificadas,II,Neoplasmas (tumores),0,0,0
C413,"Neoplasia maligna das costelas, esterno e clavícula",C41,Neoplasia maligna dos ossos e das cartilagens articulares de outras localizações e de localizações não especificadas,II,Neoplasmas (tumores),0,0,0
C431,"Melanoma maligno da pálpebra, incluindo as comissuras palpebrais",C43,Melanoma maligno da pele,II,Neoplasmas (tumores),0,0,0
C437,"Melanoma maligno do membro inferior, incluindo quadril",C43,Melanoma maligno da pele,II,Neoplasmas (tumores),0,0,0
C434,Melanoma maligno do couro cabeludo e do pescoço,C43,Melanoma maligno da pele,II,Neoplasmas (tumores),0,0,0
C438,Melanoma maligno invasivo da pele,C43,Melanoma maligno da pele,II,Neoplasmas (tumores),0,0,0
C433,Melanoma maligno de outras partes e partes não especificadas da face,C43,Melanoma maligno da pele,II,Neoplasmas (tumores),0,0,0
C436,"Melanoma maligno do membro superior, incluindo ombro",C43,Melanoma maligno da pele,II,Neoplasmas (tumores),0,0,0
C439,"Melanoma maligno de pele, não especificado",C43,Melanoma maligno da pele,II,Neoplasmas (tumores),0,0,0
C435,Melanoma maligno do tronco,C43,Melanoma maligno da pele,II,Neoplasmas (tumores),0,0,0
C430,Melanoma maligno do lábio,C43,Melanoma maligno da pele,II,Neoplasmas (tumores),0,0,0
C432,Melanoma maligno da orelha e do conduto auditivo externo,C43,Melanoma maligno da pele,II,Neoplasmas (tumores),0,0,0
C441,"Neoplasia maligna da pele da pálpebra, incluindo o canto",C44,Outras neoplasias malignas da pele,II,Neoplasmas (tumores),0,0,0
C440,Neoplasia maligna da pele do lábio,C44,Outras neoplasias malignas da pele,II,Neoplasmas (tumores),0,0,0
C446,"Neoplasia maligna da pele do membro superior, incluindo ombro",C44,Outras neoplasias malignas da pele,II,Neoplasmas (tumores),0,0,0
C448,Neoplasia maligna da pele com lesão invasiva,C44,Outras neoplasias malignas da pele,II,Neoplasmas (tumores),0,0,0
C445,Neoplasia maligna da pele do tronco,C44,Outras neoplasias malignas da pele,II,Neoplasmas (tumores),0,0,0
C447,"Neoplasia maligna da pele do membro inferior, incluindo quadril",C44,Outras neoplasias malignas da pele,II,Neoplasmas (tumores),0,0,0
C449,"Neoplasia maligna da pele, não especificada",C44,Outras neoplasias malignas da pele,II,Neoplasmas (tumores),0,0,0
C444,Neoplasia maligna da pele do couro cabeludo e do pescoço,C44,Outras neoplasias malignas da pele,II,Neoplasmas (tumores),0,0,0
C443,Neoplasia maligna da pele de outras partes e de partes não especificadas da face,C44,Outras neoplasias malignas da pele,II,Neoplasmas (tumores),0,0,0
C442,Neoplasia maligna da pele da orelha e do conduto auditivo externo,C44,Outras neoplasias malignas da pele,II,Neoplasmas (tumores),0,0,0
C457,Mesotelioma de outras localizações,C45,Mesotelioma,II,Neoplasmas (tumores),0,0,0
C459,"Mesotelioma, não especificado",C45,Mesotelioma,II,Neoplasmas (tumores),0,0,0
C452,Mesotelioma do pericárdio,C45,Mesotelioma,II,Neoplasmas (tumores),0,0,0
C450,Mesotelioma da pleura,C45,Mesotelioma,II,Neoplasmas (tumores),0,0,0
C451,Mesotelioma do peritônio,C45,Mesotelioma,II,Neoplasmas (tumores),0,0,0
C461,Sarcoma de Kaposi de tecidos moles,C46,Sarcoma de Kaposi,II,Neoplasmas (tumores),0,0,0
C463,Sarcoma de Kaposi dos gânglios linfáticos,C46,Sarcoma de Kaposi,II,Neoplasmas (tumores),0,0,0
C467,Sarcoma de Kaposi de outras localizações,C46,Sarcoma de Kaposi,II,Neoplasmas (tumores),0,0,0
C460,Sarcoma de Kaposi da pele,C46,Sarcoma de Kaposi,II,Neoplasmas (tumores),0,0,0
C462,Sarcoma de Kaposi do palato,C46,Sarcoma de Kaposi,II,Neoplasmas (tumores),0,0,0
C469,"Sarcoma de Kaposi, não especificado",C46,Sarcoma de Kaposi,II,Neoplasmas (tumores),0,0,0
C468,Sarcoma de Kaposi de múltiplos órgãos,C46,Sarcoma de Kaposi,II,Neoplasmas (tumores),0,0,0
C471,"Neoplasia maligna dos nervos periféricos dos membros superiores, incluindo ombro",C47,Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo,II,Neoplasmas (tumores),0,0,0
C475,Neoplasia maligna dos nervos periféricos da pelve,C47,Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo,II,Neoplasmas (tumores),0,0,0
C470,"Neoplasia maligna dos nervos periféricos da cabeça, face e pescoço",C47,Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo,II,Neoplasmas (tumores),0,0,0
